annotation_id,natural language,template format,1st worker,2nd worker,3rd worker,4th worker,5th worker,majority
A01_HW_LO_156_8_1,宿題からどのようにして有効なリソースを見つける能力、臨機応変さ、回復力、創造性、批判的思考、労働倫理などのスキルの獲得に繋がるのかがわかりにくい,なぜ宿題によって有効なリソースを見つける能力、臨機応変さ、回復力、創造性、批判的思考、労働倫理などのスキルの獲得という良い結果が起こるのかが不明確,3,3,3,3,3,3
A01_HW_LO_156_9_1,宿題は生徒が自主的に行うものなので、回復力、創造性、批判的思考、労働倫理などの特性を養うことができるというシナリオ起こりやすいものであるという説明が不足している,なぜ宿題によって回復力、創造性、批判的思考、労働倫理などの特性を養うことができるという良い結果が起こるのかが不明確,3,3,2,3,2,3
A01_HW_LO_161_1_1,先生が与えた基本的な指示やガイドラインを超えて、その課題をどうやってこなすかを考えるのに、宿題の方がいいというところまで説明されていない,生徒が自主的に考えるを実現するのに，なぜ他の方法ではなく宿題という方法が良いのかの説明が不足している,2,3,2,3,3,3
A01_HW_LO_161_3_1,それぞれの理由に対して具体例が欠けている,先生が与えた基本的な指示やガイドラインを超えて、どうやってこなすかを考えなければならない課題や調査、洞察、意思決定のスキルを開発する創造的な宿題の具体例には何があるか,3,1,3,3,1,3
A01_HW_LO_171_2_1,そもそも勉強の基礎スキル向上は宿題でなければ果たせないのかという理由が説明されていない,勉強の基礎スキル向上を実現するのに，なぜ他の方法ではなく宿題という方法が良いのかの説明が不足している,3,3,3,3,3,3
A01_HW_LO_171_3_1,基本的なスキルを生徒が習得する上で自主学習では不十分で宿題が必要であるということを主張するための固有性の説明がない。,生徒の基本的なスキル習得を実現するのに，なぜ自主学習ではなく宿題という方法が良いのかの説明が不足している,3,3,2,3,3,3
A01_HW_LO_174_2_1,学校から学校の後の世界への変遷を助けること自体の重要性の主張が不足している。,なぜ生徒にとって学校から学校の後の世界への変遷を助けられることが良いことなのかが不明確,3,3,3,3,3,3
A01_HW_LO_174_3_1,宿題がなければ権威者のいない場でも率先して仕事をする能力が身につくことがないという説明が不足している。,権威者のいない場でも率先して仕事をする能力を身につけることを実現するのに，なぜ他の方法ではなく宿題という方法が良いのかの説明が不足している,3,3,3,1,3,3
A01_HW_LO_174_4_1,社会に活きる宿題の特徴は他にもスケジュール管理や、嫌でもやること、効率性など様々だが、言及がない。,なぜ宿題は社会に活きるという特性を持つと言えるのかが不明確,1,3,2,2,2,2
A01_HW_LO_175_1_1,宿題があることがどう人生をマネージする方法の習得の役に立っているかという固有性が言及されていない。,人生をマネージする方法の習得を実現するのに，なぜ他の方法ではなく宿題という方法が良いのかの説明が不足している,3,3,3,3,3,3
A01_HW_LO_175_3_1,学生は宿題をどのようにマネージしていくのかということが描写されていない。,なぜ学生が宿題をマネージすることを実現可能なのかが不明確,3,3,3,3,3,3
A01_HW_LO_182_1_1,学校から宿題をなくすべきではないという主張を支える理由があまり積極的に提示されていない,なぜ学校は宿題をなくすとすべきでないと考えているのかが不明確,3,3,2,2,2,2
A01_HW_LO_182_2_1,本当にPMの問題は、宿題の量を調整することで解決可能なのかということについて理由づけがない,なぜ宿題の量を調整することによって宿題を強要すると、受動的な性格になってしまうという問題が解決可能という良い結果が起こるのかが不明確,1,1,3,1,3,1
A01_HW_LO_182_3_1,何か問題が発生したら自立して自分の力で仕事をする方法を知っているということに宿題がどのように影響しているのかが具体的に説明されていない,なぜ宿題によって何か問題が発生したら自立して自分の力で仕事をする方法を知っているという良い結果が起こるのかが不明確,3,3,3,1,3,3
A01_HW_LO_182_4_1,正しく宿題が出されるという状況がどのようなものかが少し曖昧,正しく出された宿題の具体例には何があるか,3,1,1,3,3,3
A01_HW_LO_182_5_1,宿題があることによって、ないことによってどのような変化が起きるのか、ということが話されていない,宿題の有無によって起こる変化の具体例には何があるか,3,1,3,2,3,3
A01_HW_LO_182_6_1,宿題がなくなると逆にどう悪いのかということが説明されていない。,なぜ生徒にとって宿題がなくなることが悪いことなのかが不明確,3,3,3,3,3,3
A01_HW_LO_182_8_1,どのような動機で生徒が何かをする方法や質問に答える方法を見つけるために適切なリソースを見つけそれらのリソースを使用する方法を理解するという行動をとるのかが分からない,なぜ生徒は何かをする方法や質問に答える方法を見つけるために適切なリソースを見つけそれらのリソースを使用する方法を理解するという特性を持つと言えるのかが不明確,3,1,3,2,3,3
A01_HW_LO_184_1_1,新しいスキルを学ぶのに宿題でなければならないのか、他の形態よりもむしろ宿題が良い理由などが提示されていない,自主性を通して新しいスキルを学ぶを実現するのに，なぜ他の形態ではなく宿題という方法が良いのかの説明が不足している,3,3,3,3,3,3
A01_HW_LO_184_2_1,宿題でなくても自主性が獲得することができるのであれば、宿題の必要性が薄まってしまう,なぜ宿題でなくても自主性が獲得することができるという理由が宿題が必要という結論を支持するのかが不明確,3,1,1,1,3,1
A01_HW_LO_184_3_1,具体的にどのような自主性を育むようなテーマの宿題を出すか、例えば数学であれば自分で問題を作ってくる、理科の自由研究など、より解像度の高い例が不足している,自主性を育むようなテーマの宿題の具体例には何があるか,2,1,2,2,2,2
A01_HW_LO_184_4_1,宿題によってどのような新しいスキルが得られるかが不明瞭,宿題によって得られる新しいスキルの具体例には何があるか,1,3,3,3,3,3
